product_name,drug_name,company_name,company_type,outcome,start_date,last_updated,din,dose,pharmaceutical_form,route_of_administration,medical_necessity,marketed_by_other_manufacturers,est_resupply_date,discontinued,discontinuation_date
Alkeran Injection,Melphalan hydrochloride 50 mg - buffer solution (10ml/vial),ASPEN PHARMA TRADING LIMITED,Generic,Resolved,2015-12-07T00:00:00Z,2016-02-08T00:00:00Z,02087286,50 mg,Vial,Injectable,Yes,,2016-03-01T00:00:00Z,No,
LEUCOVORIN CALCIUM INJ,Leucovorin,Teva Canada Limited,Generic,Resolved,2015-03-13T00:00:00Z,2015-05-01T00:00:00Z,02087316,10 mg/mL,Solution for Injection,Injectable,Yes,,2015-04-10T00:00:00Z,No,
LEUCOVORIN,CALCIUM FOLINATE,Teva Canada Limited,Generic,Current,2015-10-15T00:00:00Z,2016-04-14T00:00:00Z,02087316,10 mg/mL,Injection,Injectable,Yes,,2016-10-07T00:00:00Z,No,
MICRO PLUS 6 (PEDIATRIC),ZINC (ZINC SULFATE),Sandoz Canada Inc.,Generic,Resolved,2014-07-07T00:00:00Z,2014-08-14T00:00:00Z,02091100,3 mg,Liquid,Injectable,Yes,,,No,
MICRO PLUS 6 (REGULAR),ZINC (ZINC SULFATE),Sandoz Canada Inc.,Generic,Resolved,2014-09-01T00:00:00Z,2015-04-22T00:00:00Z,02091119,1 mg,Liquid,Injectable,Yes,,,No,
MICRO PLUS 6 (REGULAR),ZINC (ZINC SULFATE),Sandoz Canada Inc.,Generic,Resolved,2015-09-27T00:00:00Z,2015-11-27T00:00:00Z,02091119,1 mg,Liquid,Injectable,Yes,,2015-11-10T00:00:00Z,No,
Micro+6 Regular Injection (Baxter Code 5060),Micro+6 Regular Injection (Baxter Code 5060),Baxter Corporation,Innovator,Resolved,2013-11-12T00:00:00Z,2014-01-28T00:00:00Z,02091119,1 mg,Injection,Injectable,Yes,,2014-01-17T00:00:00Z,No,
MICRO PLUS 4 REGULAR STRENGTH,ZINC (ZINC SULFATE),Sandoz Canada Inc.,Generic,Resolved,2014-05-01T00:00:00Z,2015-08-30T00:00:00Z,02091135,1 mg,Liquid,Injectable,Yes,,,No,
MICRO PLUS 4 REGULAR STRENGTH,ZINC (ZINC SULFATE),Sandoz Canada Inc.,Generic,Resolved,2015-04-22T00:00:00Z,2015-08-30T00:00:00Z,02091135,1 mg,Liquid,Injectable,Yes,,2015-08-15T00:00:00Z,No,
MICRO PLUS 5 CONCENTRATE,ZINC (ZINC SULFATE),Sandoz Canada Inc.,Generic,Resolved,2015-11-27T00:00:00Z,2016-03-04T00:00:00Z,02091178,5 mg,Liquid,Injectable,Yes,,2015-12-31T00:00:00Z,No,
APO-DICLO SR 100MG,DICLOFENAC SODIUM,Apotex Inc.,Generic,Resolved,2016-03-16T00:00:00Z,2016-03-23T00:00:00Z,02091194,100 mg,Tablet (Extended Release),Oral,No,,2016-03-31T00:00:00Z,No,
CLOMID,CLOMIPHENE CITRATE,Sanofi Canada,Innovator,Current,2015-11-25T00:00:00Z,2015-11-26T00:00:00Z,02091879,50 mg,Tablet,Oral,,,,Yes,
RIFADIN,RIFAMPIN,Sanofi Canada,Innovator,Resolved,2015-02-25T00:00:00Z,2015-03-05T00:00:00Z,02092808,300 mg,Capsule,Oral,,,2015-03-15T00:00:00Z,No,
CARDIZEM CD,DILTIAZEM HYDROCHLORIDE,Valeant Canada ,Generic,Current,2014-09-25T00:00:00Z,2014-09-25T00:00:00Z,02097249,120 mg,Capsule (Extended Release),Oral,No,,,No,
CARDIZEM CD,DILTIAZEM HYDROCHLORIDE,Valeant Canada ,Generic,Current,2014-09-10T00:00:00Z,2014-09-10T00:00:00Z,02097257,180 mg,Capsule (Extended Release),Oral,No,,,No,
CARDIZEM CD,DILTIAZEM HYDROCHLORIDE,Valeant Canada ,Generic,Current,2014-08-19T00:00:00Z,2014-08-19T00:00:00Z,02097265,240 mg,Capsule (Extended Release),Oral,No,,,No,
CARDIZEM CD,DILTIAZEM HYDROCHLORIDE,Valeant Canada ,Generic,Current,2015-02-04T00:00:00Z,2015-02-04T00:00:00Z,02097273,300 mg,Capsule (Extended Release),Oral,No,,,No,
TEVA-FLURBIPROFEN 100MG TABLETS 100,FLURBIPROFEN,Teva Canada Limited,Generic,Resolved,2014-10-24T00:00:00Z,2015-12-28T00:00:00Z,02100517,100 mg,Tablet,Oral,,,2015-06-15T00:00:00Z,No,
MULTI 12 INJECTION,VITAMIN B2 (RIBOFLAVIN-5-PHOSPHATE),Sandoz Canada Inc.,Generic,Resolved,2014-03-14T00:00:00Z,2014-06-17T00:00:00Z,02100606,0.72 mg,Liquid,Injectable,Yes,,,No,
Multi-12 Inj 5 sets (Baxter Code 6410),Multi-12 Inj 5 sets (Baxter Code 6410),Baxter Corporation,Innovator,Resolved,2013-11-12T00:00:00Z,2014-01-09T00:00:00Z,02100606,0.72 mg,Injection,Injectable,Yes,,2014-01-13T00:00:00Z,No,
CHARCODOTE-AQUEOUS SUS 200MG/ML,CHARCOAL ACTIVATED,Pharmascience Inc.,Generic,Current,2015-11-03T00:00:00Z,2015-11-03T00:00:00Z,02105470,200 mg,Suspension,Oral,No,,,No,
CEFAZOLIN SODIUM,CEFAZOLIN SODIUM INJ 500MG PK 10,Teva Canada Limited,Generic,Resolved,2013-04-19T00:00:00Z,2013-06-14T00:00:00Z,02108119,500 mg,Powder for reconstitution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION,CEFAZOLIN (CEFAZOLIN SODIUM),Teva Canada Limited,Generic,Resolved,2015-01-09T00:00:00Z,2015-02-20T00:00:00Z,02108119,0.5 g,Powder for Solution,Injectable,Yes,,2015-02-17T00:00:00Z,No,
CEFAZOLIN SODIUM,CEFAZOLIN SODIUM INJ 1 GRAM PK 10,Teva Canada Limited,Generic,Resolved,2013-04-19T00:00:00Z,2013-06-14T00:00:00Z,02108127,1 g,Powder for reconstitution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION,CEFAZOLIN (CEFAZOLIN SODIUM),Teva Canada Limited,Generic,Resolved,2014-05-12T00:00:00Z,2014-11-17T00:00:00Z,02108127,1 g,Powder for Solution,Injectable,Yes,,2014-09-30T00:00:00Z,No,
CEFAZOLIN SODIUM,CEFAZOLIN SODIUM INJ 10 GRAM,Teva Canada Limited,Generic,Resolved,2013-04-19T00:00:00Z,2013-06-14T00:00:00Z,02108135,10 g,Powder for reconstitution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION,CEFAZOLIN (CEFAZOLIN SODIUM),Teva Canada Limited,Generic,Resolved,2015-06-12T00:00:00Z,2015-07-23T00:00:00Z,02108135,10 g,Powder for Solution,Injectable,Yes,,2015-07-27T00:00:00Z,No,
CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,Teva Canada Limited,Generic,Resolved,2015-12-17T00:00:00Z,2016-02-18T00:00:00Z,02108135,10 g,Injection,Injectable,Yes,,2016-02-20T00:00:00Z,No,
ROSONE LOTION 0.05%,BETAMETHASONE DIPROPIONATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02122030,5.0E-4,Lotion,Topical,No,,,No,
ROSONE CREAM 0.05%,BETAMETHASONE DIPROPIONATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02122049,5.0E-4,Cream,Topical,No,,,No,
ROSONE OINTMENT 0.05%,BETAMETHASONE DIPROPIONATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02122057,5.0E-4,Ointment,Topical,No,,,No,
ROLENE LOTION 0.05%,BETAMETHASONE DIPROPIONATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02122065,5.0E-4,Lotion,Topical,No,,,No,
ROLENE CREAM 0.05%,BETAMETHASONE DIPROPIONATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02122073,5.0E-4,Cream,Topical,No,,,No,
ROLENE OINTMENT 0.05%,BETAMETHASONE DIPROPIONATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02122081,5.0E-4,Ointment,Topical,No,,,No,
APO-SUCRALFATE - TAB 1G,SUCRALFATE,Apotex Inc.,Generic,Resolved,2015-07-21T00:00:00Z,2015-11-18T00:00:00Z,02125250,1 g,Tablet,Oral,,,2015-11-23T00:00:00Z,No,
APO-IPRAVENT SOLUTION - INH 250MCG/ML,IPRATROPIUM BROMIDE,Apotex Inc.,Generic,Current,2016-02-16T00:00:00Z,2016-02-29T00:00:00Z,02126222,250 mcg,Solution,Injectable,Yes,,2016-03-25T00:00:00Z,No,
CISPLATIN INJECTION,CISPLATIN,Hospira Healthcare Corporation,Generic,Resolved,2015-03-20T00:00:00Z,2015-04-24T00:00:00Z,02126613,1 mg,Solution,Injectable,Yes,,2015-03-20T00:00:00Z,No,
CISPLATIN INJECTION,CISPLATIN,Hospira Healthcare Corporation,Generic,Resolved,2016-03-02T00:00:00Z,2016-04-08T00:00:00Z,02126613,1 mg,Solution,Injectable,Yes,,2016-04-08T00:00:00Z,No,
CYTARABINE INJECTION,CYTARABINE,Hospira Healthcare Corporation,Generic,Current,2013-04-25T00:00:00Z,2015-12-24T00:00:00Z,02126656,100 mg,Solution,Injectable,Yes,,,No,
CYTARABINE INJECTION,CYTARABINE,Hospira Healthcare Corporation,Generic,Resolved,2014-10-02T00:00:00Z,2014-11-27T00:00:00Z,02126656,100 mg,Solution,Injectable,Yes,,2014-10-02T00:00:00Z,No,
CYTARABINE INJECTION,CYTARABINE,Hospira Healthcare Corporation,Generic,Resolved,2014-12-22T00:00:00Z,2015-03-23T00:00:00Z,02126656,100 mg,Solution,Injectable,Yes,,,No,
AMINOPHYLLINE INJECTION ,Aminosyn II 15% Amino Acid Injection - 07171257 - Aminosyn II à 15 %,Hospira Healthcare Corporation,Generic,Resolved,2013-11-07T00:00:00Z,2014-02-13T00:00:00Z,02126745,0.15,Injection,Injectable,Yes,,2013-12-31T00:00:00Z,No,
AMINOSYN II 15%,L-LYSINE (LYSINE ACETATE),Hospira Healthcare Corporation,Generic,Resolved,2015-03-20T00:00:00Z,2015-09-18T00:00:00Z,02126745,1.575 g,Solution,Injectable,Yes,,2015-03-20T00:00:00Z,No,
CEFOXITIN FOR INJECTION,CEFOXITIN (CEFOXITIN SODIUM),Teva Canada Limited,Generic,Resolved,2015-03-27T00:00:00Z,2015-07-06T00:00:00Z,02128187,1 g,Powder for Solution,Injectable,Yes,,2015-07-20T00:00:00Z,No,
CEFOXITIN FOR INJECTION,CEFOXITIN (CEFOXITIN SODIUM),Teva Canada Limited,Generic,Resolved,2014-09-24T00:00:00Z,2015-01-30T00:00:00Z,02128195,2 g,Powder for Solution,Injectable,Yes,,2015-01-28T00:00:00Z,No,
CEFOXITIN FOR INJECTION,CEFOXITIN (CEFOXITIN SODIUM),Teva Canada Limited,Generic,Resolved,2015-03-27T00:00:00Z,2015-04-28T00:00:00Z,02128195,2 g,Powder for Solution,Injectable,Yes,,2015-08-24T00:00:00Z,No,
Orgaran,Danaparoid Sodium,ASPEN PHARMA TRADING LIMITED,Generic,Current,2016-03-14T00:00:00Z,2016-03-14T00:00:00Z,02129043,0.6 mL,10 amps,Injectable,Yes,,2016-04-15T00:00:00Z,No,
PROLEUKIN,ALDESLEUKIN,Novartis Canada Inc.,Innovator,Resolved,2014-09-24T00:00:00Z,2014-12-16T00:00:00Z,02130181,22000000 units,Powder for Solution,Injectable,Yes,0.0,2015-01-15T00:00:00Z,No,
HALOPERIDOL LA,HALOPERIDOL (HALOPERIDOL DECANOATE),Sandoz Canada Inc.,Generic,Current,2013-08-13T00:00:00Z,2015-04-01T00:00:00Z,02130300,100 mg,Liquid,Injectable,Yes,,,No,
HALOPERIDOL LA,HALOPERIDOL (HALOPERIDOL DECANOATE),Sandoz Canada Inc.,Generic,Resolved,2015-02-03T00:00:00Z,2015-08-20T00:00:00Z,02130300,100 mg,Liquid,Injectable,Yes,,2015-08-17T00:00:00Z,No,
HALOPERIDOL LA,HALOPERIDOL (HALOPERIDOL DECANOATE),Sandoz Canada Inc.,Generic,Resolved,2015-09-01T00:00:00Z,2015-11-02T00:00:00Z,02130300,100 mg,Liquid,Injectable,Yes,,2015-10-30T00:00:00Z,No,
TERAZOL 3 DUAL PAK,TERCONAZOLE,Janssen Inc.,Innovator,Resolved,2014-03-04T00:00:00Z,2014-04-07T00:00:00Z,02130874,80 mg,Kit vaginal infection,Injectable,Yes,,2014-03-04T00:00:00Z,Yes,
FRAGMIN 2500IU(ANTI-XA)/0.2ML,DALTEPARIN SODIUM,Pfizer Canada Inc.,Innovator,Resolved,2016-02-12T00:00:00Z,2016-03-22T00:00:00Z,02132621,2500 units,Solution,Injectable,Yes,,2016-03-22T00:00:00Z,No,
FRAGMIN 5000IU(ANTI-XA)/0.2ML,DALTEPARIN SODIUM,Pfizer Canada Inc.,Innovator,Resolved,2015-12-18T00:00:00Z,2016-01-22T00:00:00Z,02132648,5000 units,Solution,Injectable,Yes,,2016-01-22T00:00:00Z,No,
COLESTID TABLETS 1 G,COLESTIPOL HYDROCHLORIDE,Pfizer Canada Inc.,Innovator,Resolved,2015-09-24T00:00:00Z,2015-11-02T00:00:00Z,02132680,1 g,Tablet,Oral,No,,2015-11-02T00:00:00Z,No,
SODIUM THIOSULFATE INJECTION USP 25%,SODIUM THIOSULFATE,Hospira Healthcare Corporation,Generic,Resolved,2015-11-20T00:00:00Z,2015-12-08T00:00:00Z,02137186,0.25,Liquid,Injectable,Yes,,2015-11-20T00:00:00Z,No,
TALWIN,PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE),Sanofi Canada,Innovator,Resolved,2016-02-16T00:00:00Z,2016-02-16T00:00:00Z,02137984,50 mg,Tablet,Oral,,,2016-03-25T00:00:00Z,No,
FOLIC ACID INJECTION,Folic Acid,Fresenius Kabi,Generic,Resolved,2015-11-09T00:00:00Z,2015-12-08T00:00:00Z,02139480,50 mg,Solution,Injectable,Yes,,2015-12-07T00:00:00Z,No,
MAGNESIUM SULFATE INJECTION USP,MAGNESIUM SULFATE,Fresenius Kabi,Generic,Resolved,2015-02-25T00:00:00Z,2015-03-17T00:00:00Z,02139499,500 mg,Solution,Injectable,Yes,,2015-03-16T00:00:00Z,No,
MAGNESIUM SULFATE INJECTION USP,MAGNESIUM SULFATE,Fresenius Kabi,Generic,Resolved,2015-10-01T00:00:00Z,2015-11-09T00:00:00Z,02139499,500 mg,Solution,Injectable,Yes,,2015-12-01T00:00:00Z,No,
SODIUM CHLORIDE INJECTION,SODIUM CHLORIDE,Fresenius Kabi,Generic,Resolved,2015-01-26T00:00:00Z,2015-03-09T00:00:00Z,02139510,234 mg,Solution,Injectable,Yes,,2015-03-09T00:00:00Z,No,
SODIUM CHLORIDE INJECTION,SODIUM CHLORIDE,Fresenius Kabi,Generic,Resolved,2015-06-08T00:00:00Z,2015-09-01T00:00:00Z,02139510,234 mg,Solution,Injectable,Yes,,2015-09-01T00:00:00Z,No,
SODIUM CHLORIDE INJECTION,SODIUM CHLORIDE,Fresenius Kabi,Generic,Resolved,2015-06-08T00:00:00Z,2015-09-23T00:00:00Z,02139510,234 mg,Solution,Injectable,Yes,,,No,
OXYTOCIN INJECTION,OXYTOCIN,Fresenius Kabi,Generic,Resolved,2015-04-27T00:00:00Z,2015-06-01T00:00:00Z,02139561,10 units,Solution,Injectable,Yes,,2015-06-02T00:00:00Z,No,
CALCIUM GLUCONATE INJECTION USP 10%,CALCIUM GLUCONATE,Fresenius Kabi,Generic,Resolved,2015-06-08T00:00:00Z,2015-07-14T00:00:00Z,02141019,94 mg,Liquid,Injectable,Yes,,2015-07-16T00:00:00Z,No,
CALCIUM GLUCONATE INJECTION USP 10%,CALCIUM GLUCONATE,Fresenius Kabi,Generic,Resolved,2015-02-25T00:00:00Z,2015-05-27T00:00:00Z,02141019,94 mg,Liquid,Injectable,Yes,,2015-05-26T00:00:00Z,No,
TEVA-GEMFIBROZIL,GEMFIBROZIL,Teva Canada Limited,Generic,Resolved,2016-03-17T00:00:00Z,2016-04-21T00:00:00Z,02142074,600 mg,Tablet,Oral,No,,2016-04-19T00:00:00Z,No,
LAMICTAL,LAMOTRIGINE,GlaxoSmithKline Inc.,Innovator,Resolved,2016-03-10T00:00:00Z,2016-04-11T00:00:00Z,02142104,100 mg,Tablet,Oral,No,,2016-04-06T00:00:00Z,No,
ZONALON CREAM 5%,DOXEPIN HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-07-24T00:00:00Z,2015-07-07T00:00:00Z,02142147,0.05,Cream,Topical,No,,,Yes,
VINCRISTINE INJECTION,VINCRISTINE,Teva Canada Limited,Generic,Resolved,2015-09-10T00:00:00Z,2016-05-05T00:00:00Z,02143305,1 mg/mL,Injection,Injectable,Yes,,2016-01-31T00:00:00Z,No,
TEVA-TRAZODONE,TRAZODONE HYDROCHLORIDE,Teva Canada Limited,Generic,Resolved,2015-03-23T00:00:00Z,2015-04-24T00:00:00Z,02144263,50 mg,Tablet,Oral,,,2015-04-30T00:00:00Z,No,
TEVA-TRAZODONE,TRAZODONE HYDROCHLORIDE,Teva Canada Limited,Generic,Resolved,2015-09-03T00:00:00Z,2015-11-19T00:00:00Z,02144263,50 mg,Tablet,Oral,,,2015-11-09T00:00:00Z,No,
TEVA-TRAZODONE,TRAZODONE HYDROCHLORIDE,Teva Canada Limited,Generic,Resolved,2016-02-18T00:00:00Z,2016-03-03T00:00:00Z,02144263,50 mg,Tablet,Oral,,,2016-03-01T00:00:00Z,No,
HYDROMORPHONE HYDROCHLORIDE INJECTION USP,HYDROMORPHONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2013-08-13T00:00:00Z,2014-03-13T00:00:00Z,02145901,2 mg,Solution,Injectable,Yes,,,No,
HYDROMORPHONE HP 10,HYDROMORPHONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-01-17T00:00:00Z,2014-11-04T00:00:00Z,02145928,10 mg,Solution,Injectable,Yes,,,No,
HYDROMORPHONE HP 10,HYDROMORPHONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-03-13T00:00:00Z,2014-11-04T00:00:00Z,02145928,10 mg,Solution,Injectable,Yes,,,No,
HYDROMORPHONE HP 10,HYDROMORPHONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Current,2015-06-23T00:00:00Z,2016-02-09T00:00:00Z,02145928,10 mg,Solution,Injectable,Yes,,,No,
HYDROMORPHONE HP 20,HYDROMORPHONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-05-28T00:00:00Z,2014-11-19T00:00:00Z,02145936,20 mg,Solution,Injectable,Yes,,,No,
HYDROMORPHONE HP 50,HYDROMORPHONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-03-24T00:00:00Z,2014-08-13T00:00:00Z,02146126,50 mg,Solution,Injectable,Yes,,,No,
BIAXIN - 125MG/5ML,CLARITHROMYCIN,BGP Pharma ULC,Generic,Resolved,2015-05-12T00:00:00Z,2016-04-19T00:00:00Z,02146908,125 mg,Granules for Suspension,Oral,No,,2016-05-31T00:00:00Z,No,
BIAXIN - 125MG/5ML,CLARITHROMYCIN,BGP Pharma ULC,Generic,Current,2016-02-19T00:00:00Z,2016-04-08T00:00:00Z,02146908,125 mg,Granules for Suspension,Oral,No,,2016-04-08T00:00:00Z,No,
ACTIVASE,Activase®,Hoffmann-La Roche Limited,Innovator,Resolved,2013-05-01T00:00:00Z,2013-05-08T00:00:00Z,02147440,100 mg,Vial,Injectable,Yes,,2013-05-15T00:00:00Z,No,
MINIMS TROPICAMIDE 1% (02148536),Tropicamide,BAUSCH & LOMB INC,Innovator,Resolved,2015-03-24T00:00:00Z,2015-05-20T00:00:00Z,02148536,0.01,Drops,Topical,No,,2015-04-02T00:00:00Z,No,
RIFATER,RIFAMPIN,Sanofi Canada,Innovator,Current,2015-12-07T00:00:00Z,2015-12-07T00:00:00Z,02148625,120 mg,Tablet,Oral,,,,Yes,
Duovent UDV,ipratropium bromide/fenoterol hydrobromide,Boehringer Ingelheim (Canada) Ltd.,Innovator,Current,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,02148633,0.5 mg/1.25 mg,Solution,Inhalation,No,0.0,,Yes,2015-04-17T00:00:00Z
NALOXONE HCL INJECTION - 0.4MG/ML USP,NALOXONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2013-08-14T00:00:00Z,2015-08-29T00:00:00Z,02148706,0.4 mg,Liquid,Injectable,Yes,,,No,
NALOXONE HCL INJECTION - 1MG/ML USP,NALOXONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-07-07T00:00:00Z,2014-11-19T00:00:00Z,02148714,1 mg,Liquid,Injectable,Yes,,,No,
SODIUM CHLORIDE INJECTION USP,SODIUM CHLORIDE,Omega Laboratories Ltd.,Generic,Resolved,2015-05-05T00:00:00Z,2016-02-29T00:00:00Z,02150204,9 mg,Solution,Injectable,Yes,,2015-02-08T00:00:00Z,No,
ONCOTICE,BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE,Merck Canada Inc.,Innovator,Resolved,2014-08-14T00:00:00Z,2015-11-09T00:00:00Z,02153513,800000000 Units,Powder for Solution,Vaccine,Yes,,2015-11-09T00:00:00Z,No,
TEVA-CIPROFLOXACIN,CIPROFLOXACIN,Teva Canada Limited,Generic,Current,2015-09-03T00:00:00Z,2015-09-03T00:00:00Z,02161753,750 mg,T U/DOSE,Oral,,,2015-09-03T00:00:00Z,Yes,2015-11-01T00:00:00Z
TEVA-CIPROFLOXACIN,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),Teva Canada Limited,Generic,Current,2015-10-22T00:00:00Z,2015-10-22T00:00:00Z,02161753,750 mg,Tablet,Oral,No,,,Yes,2015-11-01T00:00:00Z
Lidex Cream,Fluocinonide,Valeant Canada ,Generic,Resolved,2015-12-17T00:00:00Z,2016-04-19T00:00:00Z,02161923,5.0E-4,Cream,Topical,No,,2016-03-31T00:00:00Z,No,
NAPROSYN E 500MG TABLETS - ECT,NAPROXEN,Hoffmann-La Roche Limited,Innovator,Resolved,2014-06-25T00:00:00Z,2014-07-11T00:00:00Z,02162423,500 mg,Tablet (Enteric Coated),Oral,No,,2014-07-18T00:00:00Z,No,
NAPROSYN 25MG/ML SUSPENSION,NAPROXEN,Hoffmann-La Roche Limited,Innovator,Resolved,2014-04-11T00:00:00Z,2014-07-30T00:00:00Z,02162431,25 mg,Suspension,Oral,No,,,No,
PEDIAPHARM NAPROXEN SUSPENSION,NAPROXEN,PEDIAPHARM ,Generic,Resolved,2014-07-02T00:00:00Z,2015-02-16T00:00:00Z,02162431,25 mg/mL,Suspension,Oral,No,,2015-02-17T00:00:00Z,No,
TORADOL IM 10MG/ML,KETOROLAC TROMETHAMINE,Hoffmann-La Roche Limited,Innovator,Resolved,2013-12-11T00:00:00Z,2014-06-05T00:00:00Z,02162644,10 mg,Liquid,Injectable,Yes,,2014-06-15T00:00:00Z,No,
TORADOL 10MG TABLETS,KETOROLAC TROMETHAMINE,Hoffmann-La Roche Limited,Innovator,Resolved,2014-03-20T00:00:00Z,2014-05-01T00:00:00Z,02162660,10 mg,Tablet,Oral,,,2014-05-07T00:00:00Z,No,
APO-DICLO SR - 75MG,DICLOFENAC SODIUM,Apotex Inc.,Generic,Resolved,2016-02-29T00:00:00Z,2016-03-29T00:00:00Z,02162814,75 mg,Tablet (Extended Release),Oral,No,,2016-03-31T00:00:00Z,No,
LIDEMOL EMOLLIENT CREAM,Fluocinonide,Valeant Canada ,Generic,Current,2016-02-10T00:00:00Z,2016-03-23T00:00:00Z,02163152,5.0E-4,Cream,Topical,No,,2016-03-31T00:00:00Z,No,
MYLAN-CAPTOPRIL,CAPTOPRIL,Mylan Pharmaceuticals ULC,Generic,Current,2014-03-18T00:00:00Z,2014-06-20T00:00:00Z,02163551,12.5 mg,Tablet,Oral,No,,,No,
MYLAN-CAPTOPRIL,CAPTOPRIL,Mylan Pharmaceuticals ULC,Generic,Current,2014-02-26T00:00:00Z,2014-06-20T00:00:00Z,02163578,25 mg,Tablet,Oral,No,,,No,
MYLAN-CAPTOPRIL,CAPTOPRIL,Mylan Pharmaceuticals ULC,Generic,Current,2014-04-04T00:00:00Z,2014-06-20T00:00:00Z,02163586,50 mg,Tablet,Oral,No,,,No,
MYLAN-CAPTOPRIL,CAPTOPRIL,Mylan Pharmaceuticals ULC,Generic,Current,2014-04-01T00:00:00Z,2014-06-20T00:00:00Z,02163594,100 mg,Tablet,Oral,No,,,No,
MAXIPIME FOR INJECTION -PWS IV IM 1G,CEFEPIME (CEFEPIME HYDROCHLORIDE),Bristol-Myers Squibb Canada,Innovator,Resolved,2014-07-04T00:00:00Z,2014-11-05T00:00:00Z,02163632,1 g,Powder for Solution,Injectable,Yes,,,Yes,
MAXIPIME FOR INJECTION-PWS IV 2GM,CEFEPIME (CEFEPIME HYDROCHLORIDE),Bristol-Myers Squibb Canada,Innovator,Resolved,2014-07-04T00:00:00Z,2014-11-05T00:00:00Z,02163640,2 g,Powder for Solution,Injectable,Yes,,,Yes,
CEFZIL POWDER FOR ORAL SUSPENSION-250MG/5ML,CEFPROZIL,Bristol-Myers Squibb Canada,Innovator,Resolved,2015-01-15T00:00:00Z,2015-02-27T00:00:00Z,02163683,250 mg,Powder for Solution,Injectable,Yes,,2015-02-27T00:00:00Z,No,
CEFZIL POWDER FOR ORAL SUSPENSION-250MG/5ML,CEFPROZIL,Bristol-Myers Squibb Canada,Innovator,Resolved,2015-04-08T00:00:00Z,2015-05-15T00:00:00Z,02163683,250 mg,Powder for Solution,Injectable,Yes,,,No,
CEFZIL POWDER FOR ORAL SUSPENSION-250MG/5ML,CEFPROZIL,Bristol-Myers Squibb Canada,Innovator,Resolved,2015-05-13T00:00:00Z,2015-05-20T00:00:00Z,02163683,250 mg,Powder for Solution,Injectable,Yes,,,No,
Tylenol NO.3,Tylenol NO.3,Janssen Inc.,Innovator,Resolved,2013-04-30T00:00:00Z,2013-05-08T00:00:00Z,02163926,300 mg,Tablet,Oral,,,2013-05-08T00:00:00Z,No,
Prevacid Caps 15mg,Lansoprazole,BGP Pharma ULC,Generic,Resolved,2015-03-16T00:00:00Z,2015-04-13T00:00:00Z,02165503,15 mg,Capsule,Oral,No,,2015-04-07T00:00:00Z,No,
Prevacid 30mg,Lansoprazole,BGP Pharma ULC,Generic,Resolved,2014-02-05T00:00:00Z,2014-12-05T00:00:00Z,02165511,30 mg,Bottle,Oral,No,,2014-07-25T00:00:00Z,No,
SANDOZ TIMOLOL,TIMOLOL (TIMOLOL MALEATE),Sandoz Canada Inc.,Generic,Resolved,2015-11-30T00:00:00Z,2016-03-29T00:00:00Z,02166712,0.0025,Solution,Topical,No,,2016-03-21T00:00:00Z,No,
SANDOZ TIMOLOL,TIMOLOL (TIMOLOL MALEATE),Sandoz Canada Inc.,Generic,Resolved,2016-02-09T00:00:00Z,2016-03-29T00:00:00Z,02166720,0.005,Solution,Topical,No,,2016-02-29T00:00:00Z,No,
APO-METFORMIN - TAB 500MG,METFORMIN HYDROCHLORIDE,Apotex Inc.,Generic,Resolved,2015-11-11T00:00:00Z,2016-02-25T00:00:00Z,02167786,500 mg,Tablet,Oral,No,,2016-03-10T00:00:00Z,No,
